Year,Value,UNIT_MEASURE,SERIES
2013.0,236.3,BAM_M,Приливи страних директних инвестиција (СДИ)
2014.0,405.3,BAM_M,Приливи страних директних инвестиција (СДИ)
2015.0,484.9,BAM_M,Приливи страних директних инвестиција (СДИ)
2016.0,520.2,BAM_M,Приливи страних директних инвестиција (СДИ)
2017.0,581.3,BAM_M,Приливи страних директних инвестиција (СДИ)
2018.0,574.6,BAM_M,Приливи страних директних инвестиција (СДИ)
2019.0,397.7,BAM_M,Приливи страних директних инвестиција (СДИ)
2020.0,514.4,BAM_M,Приливи страних директних инвестиција (СДИ)
2021.0,930.1,BAM_M,Приливи страних директних инвестиција (СДИ)
2022.0,1001.2,BAM_M,Приливи страних директних инвестиција (СДИ)
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
