Year,Value,UNIT_MEASURE,SERIES
2013.0,308.1,На милион становника,Истраживачи (у еквиваленту пуног радног времена) на милион становника
2014.0,571.6,На милион становника,Истраживачи (у еквиваленту пуног радног времена) на милион становника
2015.0,812.7,На милион становника,Истраживачи (у еквиваленту пуног радног времена) на милион становника
2016.0,1093.1,На милион становника,Истраживачи (у еквиваленту пуног радног времена) на милион становника
2017.0,1229.1,На милион становника,Истраживачи (у еквиваленту пуног радног времена) на милион становника
2018.0,1224.3,На милион становника,Истраживачи (у еквиваленту пуног радног времена) на милион становника
2019.0,1058.9,На милион становника,Истраживачи (у еквиваленту пуног радног времена) на милион становника
2020.0,1093.7,На милион становника,Истраживачи (у еквиваленту пуног радног времена) на милион становника
2021.0,958.6,На милион становника,Истраживачи (у еквиваленту пуног радног времена) на милион становника
2022.0,1179.5,На милион становника,Истраживачи (у еквиваленту пуног радног времена) на милион становника
,,,
