Year,Value,UNIT_MEASURE,SERIES
2011,16.7,Проценат,SP_ACS_HEAT
2015,11.1,Проценат,SP_ACS_HEAT
2021/22,9.2,Проценат,SP_ACS_HEAT
,,,
