Year,SERIES,UNIT_MEASURE,Value
2021,Ukupna površina mora,Kvadratnih kilometara,12.2
2021,Zaštićeno morsko područje (ekskluzivne ekonomske zone) (kvadratni kilometri),Kvadratnih kilometara,0.575
