Year,SERIES,UNIT_MEASURE,Value
2011,Procenat domaćinstava koja u glavnoj stambenoj jedinici posjeduju kupatilo sa WC-om,Procenat,98.8
2015,Procenat domaćinstava koja u glavnoj stambenoj jedinici posjeduju kupatilo sa WC-om,Procenat,98.5
2011,Posjeduje WC,Procenat,23.7
2015,Posjeduje WC,Procenat,94.6
