Year,Value,UNIT_MEASURE,SERIES
2021,12.2,Kvadratnih kilometara,Ukupna površina mora
2021,0.575,Kvadratnih kilometara,Zaštićeno morsko područje (ekskluzivne ekonomske zone) (kvadratni kilometri)
