Year,Value,UNIT_MEASURE,SERIES
2013.0,2.3,Procenat,"Udio bruto dodane vrijednosti djelatnosti I- Djelatnost pružanja smještaja, te priprema i usluživanje hrane u BDP-u"
2014.0,2.3,Procenat,"Udio bruto dodane vrijednosti djelatnosti I- Djelatnost pružanja smještaja, te priprema i usluživanje hrane u BDP-u"
2015.0,2.2,Procenat,"Udio bruto dodane vrijednosti djelatnosti I- Djelatnost pružanja smještaja, te priprema i usluživanje hrane u BDP-u"
2016.0,2.2,Procenat,"Udio bruto dodane vrijednosti djelatnosti I- Djelatnost pružanja smještaja, te priprema i usluživanje hrane u BDP-u"
2017.0,2.3,Procenat,"Udio bruto dodane vrijednosti djelatnosti I- Djelatnost pružanja smještaja, te priprema i usluživanje hrane u BDP-u"
2018.0,2.2,Procenat,"Udio bruto dodane vrijednosti djelatnosti I- Djelatnost pružanja smještaja, te priprema i usluživanje hrane u BDP-u"
2019.0,2.3,Procenat,"Udio bruto dodane vrijednosti djelatnosti I- Djelatnost pružanja smještaja, te priprema i usluživanje hrane u BDP-u"
2020.0,1.7,Procenat,"Udio bruto dodane vrijednosti djelatnosti I- Djelatnost pružanja smještaja, te priprema i usluživanje hrane u BDP-u"
2021.0,1.9,Procenat,"Udio bruto dodane vrijednosti djelatnosti I- Djelatnost pružanja smještaja, te priprema i usluživanje hrane u BDP-u"
2022.0,2.3,Procenat,"Udio bruto dodane vrijednosti djelatnosti I- Djelatnost pružanja smještaja, te priprema i usluživanje hrane u BDP-u"
2013.0,-2.1,Procenat,"Bruto dodana vrijednost dijelatnosti I - Djelatnosti pružanja smještaja te priprema i usluživanje hrane, godišnje stope realnog rasta"
2014.0,0.0,Procenat,"Bruto dodana vrijednost dijelatnosti I - Djelatnosti pružanja smještaja te priprema i usluživanje hrane, godišnje stope realnog rasta"
2015.0,2.2,Procenat,"Bruto dodana vrijednost dijelatnosti I - Djelatnosti pružanja smještaja te priprema i usluživanje hrane, godišnje stope realnog rasta"
2016.0,1.8,Procenat,"Bruto dodana vrijednost dijelatnosti I - Djelatnosti pružanja smještaja te priprema i usluživanje hrane, godišnje stope realnog rasta"
2017.0,9.3,Procenat,"Bruto dodana vrijednost dijelatnosti I - Djelatnosti pružanja smještaja te priprema i usluživanje hrane, godišnje stope realnog rasta"
2018.0,3.0,Procenat,"Bruto dodana vrijednost dijelatnosti I - Djelatnosti pružanja smještaja te priprema i usluživanje hrane, godišnje stope realnog rasta"
2019.0,6.8,Procenat,"Bruto dodana vrijednost dijelatnosti I - Djelatnosti pružanja smještaja te priprema i usluživanje hrane, godišnje stope realnog rasta"
2020.0,-28.8,Procenat,"Bruto dodana vrijednost dijelatnosti I - Djelatnosti pružanja smještaja te priprema i usluživanje hrane, godišnje stope realnog rasta"
2021.0,19.0,Procenat,"Bruto dodana vrijednost dijelatnosti I - Djelatnosti pružanja smještaja te priprema i usluživanje hrane, godišnje stope realnog rasta"
2022.0,20.5,Procenat,"Bruto dodana vrijednost dijelatnosti I - Djelatnosti pružanja smještaja te priprema i usluživanje hrane, godišnje stope realnog rasta"
,,,
