Year,Value,UNIT_MEASURE,SERIES
2013.0,236.3,Milioni konvertibilnih maraka,Prilivi direktnih stranih ulaganja u Federaciju BiH
2014.0,405.3,Milioni konvertibilnih maraka,Prilivi direktnih stranih ulaganja u Federaciju BiH
2015.0,484.9,Milioni konvertibilnih maraka,Prilivi direktnih stranih ulaganja u Federaciju BiH
2016.0,520.2,Milioni konvertibilnih maraka,Prilivi direktnih stranih ulaganja u Federaciju BiH
2017.0,581.3,Milioni konvertibilnih maraka,Prilivi direktnih stranih ulaganja u Federaciju BiH
2018.0,574.6,Milioni konvertibilnih maraka,Prilivi direktnih stranih ulaganja u Federaciju BiH
2019.0,397.7,Milioni konvertibilnih maraka,Prilivi direktnih stranih ulaganja u Federaciju BiH
2020.0,514.4,Milioni konvertibilnih maraka,Prilivi direktnih stranih ulaganja u Federaciju BiH
2021.0,930.1,Milioni konvertibilnih maraka,Prilivi direktnih stranih ulaganja u Federaciju BiH
2022.0,1001.2,Milioni konvertibilnih maraka,Prilivi direktnih stranih ulaganja u Federaciju BiH
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
