Year,Value,UNIT_MEASURE,SERIES
2011,98.8,Procenat,Procenat domaćinstava koja u glavnoj stambenoj jedinici posjeduju kupatilo sa WC-om
2015,98.5,Procenat,Procenat domaćinstava koja u glavnoj stambenoj jedinici posjeduju kupatilo sa WC-om
2021/22,99.1,Procenat,Procenat domaćinstava koja u glavnoj stambenoj jedinici posjeduju kupatilo sa WC-om
2011,23.7,Procenat,Posjeduje WC
2015,94.6,Procenat,Posjeduje WC
2021/22,96.8,Procenat,Posjeduje WC
,,,
