Year,Value,UNIT_MEASURE,SERIES
2011,16.7,Percent,SP_ACS_HEAT
2015,11.1,Percent,SP_ACS_HEAT
2021/22,9.2,Percent,SP_ACS_HEAT
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
