Year,SERIES,UNIT_MEASURE,Value
2010,SH_ACS_HCCOV,PT,84.55
2011,SH_ACS_HCCOV,PT,85.55
2012,SH_ACS_HCCOV,PT,86.52
2018,SH_ACS_HCCOV,PT,89.90
2010,SH_ACD_NOHC,PT,15.45
2011,SH_ACD_NOHC,PT,14.45
2012,SH_ACD_NOHC,PT,13.48
2018,SH_ACD_NOHC,PT,10.10
,,,
