Year,SERIES,UNIT_MEASURE,Value
2011,SH_SAN_BATH,PT,98.8
2015,SH_SAN_BATH,PT,98.5
2011,SH_TOIL,PT,23.7
2015,SH_TOIL,PT,94.6
