Year,SERIES,UNIT_MEASURE,Value
2013,SH_HAP_HBSAG,PER_100000_POP,0.3
2014,SH_HAP_HBSAG,PER_100000_POP,0.8
2015,SH_HAP_HBSAG,PER_100000_POP,0.6
2016,SH_HAP_HBSAG,PER_100000_POP,0.2
2017,SH_HAP_HBSAG,PER_100000_POP,0.8
2018,SH_HAP_HBSAG,PER_100000_POP,0.9
2019,SH_HAP_HBSAG,PER_100000_POP,0.7
2020,SH_HAP_HBSAG,PER_100000_POP,0.8
2021,SH_HAP_HBSAG,PER_100000_POP,0.4
2022,SH_HAP_HBSAG,PER_100000_POP,0.4
,,,
