Year,SERIES,UNIT_MEASURE,Value
2013,SH_TBS_INCID,PER_100000_POP,4.2
2014,SH_TBS_INCID,PER_100000_POP,3.7
2015,SH_TBS_INCID,PER_100000_POP,4.3
2016,SH_TBS_INCID,PER_100000_POP,3.1
2017,SH_TBS_INCID,PER_100000_POP,2.3
2018,SH_TBS_INCID,PER_100000_POP,2.2
2019,SH_TBS_INCID,PER_100000_POP,2.4
2020,SH_TBS_INCID,PER_100000_POP,1.7
2021,SH_TBS_INCID,PER_100000_POP,1.0
2022,SH_TBS_INCID,PER_100000_POP,1.4
,,,
