Year,SERIES,Value
2013.0,NY_GDP_CCPV,8.052
2014.0,NY_GDP_CCPV,8.181
2015.0,NY_GDP_CCPV,8.452
2016.0,NY_GDP_CCPV,8.721
2017.0,NY_GDP_CCPV,9.023
2018.0,NY_GDP_CCPV,9.386
2019.0,NY_GDP_CCPV,9.679
2020.0,NY_GDP_CCPV,9.357
2021.0,NY_GDP_CCPV,10.194
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
