Year,SERIES,UNIT_MEASURE,SEX,Value
2013.0,SH_STA_POISN,PER_100000_POP,_T,0.41
2014.0,SH_STA_POISN,PER_100000_POP,_T,0.36
2015.0,SH_STA_POISN,PER_100000_POP,_T,0.36
2016.0,SH_STA_POISN,PER_100000_POP,_T,0.14
2017.0,SH_STA_POISN,PER_100000_POP,_T,0.41
2018.0,SH_STA_POISN,PER_100000_POP,_T,0.27
2019.0,SH_STA_POISN,PER_100000_POP,_T,0.09
2020.0,SH_STA_POISN,PER_100000_POP,_T,0.37
2021.0,SH_STA_POISN,PER_100000_POP,_T,0.51
2022.0,SH_STA_POISN,PER_100000_POP,_T,0.14
,,,,
,,,,
