Year,SERIES,UNIT_MEASURE,Value
2013,SH_STA_BRTC,PT,99.99
2014,SH_STA_BRTC,PT,99.99
2015,SH_STA_BRTC,PT,99.97
2016,SH_STA_BRTC,PT,99.97
2017,SH_STA_BRTC,PT,99.96
2018,SH_STA_BRTC,PT,99.94
2019,SH_STA_BRTC,PT,99.95
2020,SH_STA_BRTC,PT,99.95
2021,SH_STA_BRTC,PT,99.95
2022,SH_STA_BRTC,PT,99.95
