Year,SERIES,UNIT_MEASURE,SEX,Value
2013.0,SH_STA_TRAF,PER_100000_POP,_T,5.4
2014.0,SH_STA_TRAF,PER_100000_POP,_T,5.6
2015.0,SH_STA_TRAF,PER_100000_POP,_T,5.0
2016.0,SH_STA_TRAF,PER_100000_POP,_T,5.9
2017.0,SH_STA_TRAF,PER_100000_POP,_T,4.7
2018.0,SH_STA_TRAF,PER_100000_POP,_T,5.0
2019.0,SH_STA_TRAF,PER_100000_POP,_T,4.7
2020.0,SH_STA_TRAF,PER_100000_POP,_T,4.3
2021.0,SH_STA_TRAF,PER_100000_POP,_T,4.1
2022.0,SH_STA_TRAF,PER_100000_POP,_T,3.0
,,,,
