Year,Value,SERIES
2013.0,8.052,NY_GDP_CCPV
2014.0,8.181,NY_GDP_CCPV
2015.0,8.452,NY_GDP_CCPV
2016.0,8.721,NY_GDP_CCPV
2017.0,9.023,NY_GDP_CCPV
2018.0,9.386,NY_GDP_CCPV
2019.0,9.679,NY_GDP_CCPV
2020.0,9.357,NY_GDP_CCPV
2021.0,10.194,NY_GDP_CCPV
2022.0,10.675,NY_GDP_CCPV
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
