Year,SERIES,UNIT_MEASURE,Value
2011,SH_SAN_BATH,Percent,98.8
2015,SH_SAN_BATH,Percent,98.5
2011,SH_TOIL,Percent,23.7
2015,SH_TOIL,Percent,94.6
