Year,Value,UNIT_MEASURE,SERIES
2021,12.2,Kvadratnih kilometara,ER_MRN_TOT
2021,0.575,Kvadratnih kilometara,Zaštićeno morsko područje (isključive gospodarske zone) (kvadratni kilometri)
