Year,SERIES,UNIT_MEASURE,Value
2021,ER_MRN_TOT,Kvadratnih kilometara,12.2
2021,Zaštićeno morsko područje (isključive gospodarske zone) (kvadratni kilometri),Kvadratnih kilometara,0.575
